customer_id,customer_name,email,registration_date,customer_type
CUST0365,Karan Patel,karan.patel@example.com,2024-08-12,REGULAR
CUST0366,Pooja Gupta,pooja.gupta@example.com,2025-09-16,PREMIUM
CUST0367,Riya Joshi,riya.joshi@example.com,2025-05-29,PREMIUM
CUST0368,Aditi Joshi,aditi.joshi@example.com,2025-11-08,VIP
CUST0369,Rohan Desai,rohan.desai@example.com,2025-03-13,REGULAR
CUST0370,Karan Sen,karan.sen@example.com,2024-09-25,VIP
CUST0371,Deepak Sen,deepak.sen@example.com,2026-01-21,VIP
CUST0372,Arjun Bose,arjun.bose@example.com,2025-06-14,PREMIUM
CUST0373,Aarav Iyer,aarav.iyer@example.com,2026-01-26,VIP
CUST0374,Neha Joshi,neha.joshi@example.com,2024-08-14,PREMIUM
CUST0375,Priya Rao,priya.rao@example.com,2025-10-27,PREMIUM
CUST0376,Isha Das,isha.das@example.com,2025-06-03,PREMIUM
CUST0377,Rahul Patel,rahul.patel@example.com,2025-06-03,VIP
CUST0378,Shreya Patel,shreya.patel@example.com,2025-06-11,PREMIUM
CUST0379,Arjun Desai,arjun.desai@example.com,2025-01-28,VIP
CUST0380,Pooja Desai,pooja.desai@example.com,2024-12-29,PREMIUM
CUST0381,Sanjay Reddy,sanjay.reddy@example.com,2026-02-10,PREMIUM
CUST0382,Karan Rao,karan.raogmail.com,2025-12-02,REGULAR
CUST0383,Suresh Rao,suresh.rao@example.com,2026-01-20,VIP
CUST0384,Aditi Gupta,aditi.gupta@example.com,2026-02-08,PREMIUM
CUST0385,Pooja Mishra,pooja.mishra@example.com,2024-08-21,VIP
CUST0386,Rahul Das,rahul.das@example.com,2026-02-26,PREMIUM
CUST0387,Anjali Iyer,anjali.iyer@example.com,2024-08-19,VIP
CUST0388,Sunita Singh,sunita.singh@example.com,2025-06-02,PREMIUM
CUST0389,Manish Sen,manish.sen@example.com,2024-12-30,REGULAR
CUST0390,Riya Desai,riya.desai@example.com,2025-08-10,REGULAR
CUST0391,Pooja Choudhury,pooja.choudhury@example.com,2025-05-05,REGULAR
CUST0392,Riya Nair,riya.nair@example.com,2025-10-28,VIP
CUST0393,Nikhil Verma,nikhil.verma@example.com,2026-03-24,REGULAR
CUST0394,Vikram Nair,vikram.nair@example.com,2025-07-30,PREMIUM
CUST0395,Priya Singh,priya.singh@example.com,2026-02-02,PREMIUM
CUST0396,Ananya Gupta,ananya.gupta@example.com,2026-01-02,REGULAR
CUST0397,Shreya Mishra,shreya.mishra@example.com,2025-01-14,VIP
CUST0398,Manish Das,manish.das@example.com,2025-06-14,PREMIUM
CUST0399,Amit Joshi,amit.joshi@example.com,2025-01-07,REGULAR
CUST0400,Manish Iyer,manish.iyer@example.com,2024-08-29,VIP
CUST0401,Rohan Pillai,rohan.pillai@example.com,2025-02-07,PREMIUM
CUST0402,Kiran Das,kiran.das@example.com,2025-08-29,PREMIUM
CUST0403,Suresh Sen,suresh.sen@example.com,2024-09-18,PREMIUM
CUST0404,Sneha Sen,sneha.sen@example.com,2025-11-29,VIP
CUST0405,Siddharth Sharma,siddharth.sharma@example.com,2025-10-14,VIP
CUST0406,Divya Sharma,divya.sharma@example.com,2024-12-04,VIP
CUST0407,Isha Mishra,isha.mishra@example.com,2024-11-30,REGULAR
CUST0408,Riya Choudhury,riya.choudhury@example.com,2025-01-07,REGULAR
CUST0409,Arjun Iyer,arjun.iyer@example.com,2025-01-10,VIP
CUST0410,Manish Mehta,manish.mehta@example.com,2025-06-08,PREMIUM
CUST0411,Shreya Pillai,shreya.pillai@example.com,2025-03-23,PREMIUM
CUST0412,Suresh Sen,suresh.sen@example.com,2026-01-21,REGULAR
CUST0413,Rohan Bose,rohan.bose@example.com,2025-04-07,PREMIUM
CUST0414,Arjun Joshi,arjun.joshi@example.com,2025-09-22,PREMIUM
CUST0415,Meera Roy,meera.roy@example.com,2026-02-08,VIP
CUST0416,Karan Das,karan.das@example.com,2025-09-23,PREMIUM
CUST0417,Manish Verma,manish.verma@example.com,2025-12-19,VIP
CUST0418,Ananya Gupta,ananya.gupta@example.com,2026-03-14,PREMIUM
CUST0419,Nikhil Desai,nikhil.desai@example.com,2025-05-15,PREMIUM
CUST0420,Deepak Desai,deepak.desai@example.com,2024-10-20,VIP
CUST0421,Sneha Das,sneha.das@example.com,2024-09-28,VIP
CUST0422,Sanjay Mehta,sanjay.mehta@example.com,2025-05-06,VIP
CUST0423,Rahul Singh,rahul.singh@example.com,2024-08-19,REGULAR
CUST0424,Ananya Singh,ananya.singh@example.com,2025-07-11,PREMIUM
CUST0425,Manish Desai,manish.desai@example.com,2025-09-18,VIP
CUST0426,Rohan Iyer,rohan.iyer@example.com,2024-11-14,PREMIUM
CUST0427,Meera Singh,meera.singh@example.com,2025-07-07,VIP
CUST0428,Ganesh Rao,ganesh.rao@example.com,2025-08-27,REGULAR
CUST0429,Shreya Rao,shreya.rao@example.com,2025-02-25,PREMIUM
CUST0430,Sneha Rao,sneha.rao@example.com,2025-04-14,PREMIUM
CUST0431,Ganesh Nair,ganesh.nair@,2025-08-20,REGULAR
CUST0432,Deepak Reddy,deepak.reddy@example.com,2025-01-01,REGULAR
CUST0433,Rahul Singh,rahul.singh@example.com,2025-11-08,REGULAR
CUST0434,Kiran Iyer,kiran.iyer@example.com,2024-11-15,VIP
CUST0435,Aditi Verma,aditi.verma@example.com,2025-03-04,PREMIUM
CUST0436,Priya Reddy,priya.reddy@example.com,2025-06-18,REGULAR
CUST0437,Manish Sen,manish.sen@example.com,2025-08-02,PREMIUM
CUST0438,Karan Mehta,karan.mehta@example.com,2025-05-04,REGULAR
CUST0439,Anjali Sharma,anjali.sharma@example.com,2025-04-28,REGULAR
CUST0440,Siddharth Pillai,siddharth.pillai@example.com,2025-02-19,VIP
CUST0441,Kavita Rao,kavita.rao@example.com,2025-02-24,REGULAR
CUST0442,Sanjay Das,sanjay.das@example.com,2025-12-12,VIP
CUST0443,Isha Das,isha.das@example.com,2025-07-08,REGULAR
CUST0444,Meera Pillai,meera.pillai@example.com,2025-01-28,REGULAR
CUST0445,Neha Desai,neha.desai@example.com,2025-08-23,VIP
CUST0446,Sanjay Desai,sanjay.desai@example.com,2025-04-29,VIP
CUST0447,Isha Patel,isha.patel@example.com,2025-01-14,REGULAR
CUST0448,Sanjay Mishra,sanjay.mishra@example.com,2024-09-18,VIP
CUST0449,Ganesh Singh,ganesh.singh@example.com,2024-10-17,REGULAR
CUST0450,Karan Joshi,karan.joshi@example.com,2025-04-24,VIP
CUST0451,Aarav Gupta,aarav.gupta@example.com,2025-04-08,REGULAR
CUST0452,Karan Patel,karan.patel@example.com,2026-01-01,VIP
CUST0453,Aarav Mehta,aarav.mehta@example.com,2025-05-21,REGULAR
CUST0454,Siddharth Singh,siddharth.singh@example.com,2025-07-20,PREMIUM
CUST0455,Ganesh Gupta,ganesh.gupta@example.com,2025-02-05,REGULAR
CUST0456,Pooja Choudhury,pooja.choudhury@example.com,2026-02-17,VIP
CUST0457,Isha Das,isha.das@example.com,2024-10-18,REGULAR
CUST0458,Anjali Sen,anjali.sen@example.com,2025-07-22,PREMIUM
CUST0459,Siddharth Gupta,siddharth.gupta@example.com,2025-08-08,PREMIUM
CUST0460,Aditi Nair,aditi.nair@example.com,2024-12-30,REGULAR
CUST0461,Pranav Rao,pranav.rao@example.com,2024-11-01,REGULAR
CUST0462,Kavita Gupta,kavita.gupta@example.com,2025-08-28,PREMIUM
CUST0463,Neha Pillai,neha.pillai@example.com,2025-11-21,PREMIUM
CUST0464,Rahul Reddy,rahul.reddy@example.com,2025-08-08,VIP
CUST0465,Priya Joshi,priya.joshi@example.com,2024-10-16,VIP
CUST0466,Manish Verma,manish.verma@example.com,2025-03-27,PREMIUM
CUST0467,Manish Choudhury,manish.choudhury@example.com,2026-03-25,REGULAR
CUST0468,Meera Desai,meera.desai@example.com,2025-12-26,REGULAR
CUST0469,Sunita Rao,sunita.rao@example.com,2025-08-23,REGULAR
CUST0470,Amit Gupta,amit.gupta@example.com,2025-12-28,REGULAR
CUST0471,Priya Pillai,priya.pillai@example.com,2024-11-19,REGULAR
CUST0472,Amit Desai,amit.desai@example.com,2026-02-14,VIP
CUST0473,Shreya Gupta,shreya.gupta@example.com,2025-05-18,VIP
CUST0474,Pooja Pillai,pooja.pillai@example.com,2026-02-17,PREMIUM
CUST0475,Manish Desai,manish.desai@example.com,2024-11-23,VIP
CUST0476,Deepak Singh,deepak.singh@example.com,2025-09-09,VIP
CUST0477,Isha Mishra,isha.mishra@example.com,2025-07-30,PREMIUM
CUST0478,Priya Sen,priya.sen@example.com,2025-05-28,VIP
CUST0479,Kiran Verma,kiran.verma@example.com,2026-03-29,PREMIUM
CUST0480,Rahul Patel,rahul.patel@example.com,2025-03-19,PREMIUM
CUST0481,Divya Pillai,divya.pillai@example.com,2024-10-21,REGULAR
CUST0482,Nikhil Pillai,nikhil.pillai@example.com,2026-03-01,REGULAR
CUST0483,Aditi Patel,aditi.patel@example.com,2025-05-27,REGULAR
CUST0484,Suresh Desai,suresh.desai@example.com,2025-06-02,PREMIUM
CUST0485,Manish Nair,manish.nair@example.com,2025-08-14,PREMIUM
CUST0486,Aditi Gupta,aditi.gupta@example.com,2025-10-21,PREMIUM
CUST0487,Ananya Roy,ananya.roy@example.com,2025-11-24,VIP
CUST0488,Kiran Gupta,kiran.gupta@example.com,2025-09-14,REGULAR
CUST0489,Sunita Desai,sunita.desai@example.com,2025-01-20,VIP
CUST0490,Sunita Das,sunita.das@example.com,2026-01-03,VIP
CUST0491,Deepak Iyer,deepak.iyer@example.com,2025-08-17,REGULAR
CUST0492,Kiran Choudhury,kiran.choudhury@example.com,2025-08-30,PREMIUM
CUST0493,Siddharth Verma,siddharth.verma@example.com,2025-04-27,REGULAR
CUST0494,Aarav Gupta,aarav.gupta@,2025-07-27,VIP
CUST0495,Meera Gupta,meera.gupta@example.com,2025-08-14,REGULAR
CUST0496,Ananya Patel,ananya.patel@example.com,2025-04-16,PREMIUM
CUST0497,Ananya Gupta,ananya.gupta@example.com,2025-02-27,REGULAR
CUST0498,Nikhil Desai,nikhil.desai@example.com,2024-11-19,VIP
CUST0499,Vikram Desai,vikram.desai@example.com,2025-09-16,VIP
CUST0500,Divya Singh,divya.singh@example.com,2025-01-18,REGULAR
CUST0501,Ananya Sharma,ananya.sharma@example.com,2024-11-18,PREMIUM
CUST0502,Shreya Patel,shreya.patel@example.com,2025-12-21,REGULAR
CUST0503,Meera Sen,meera.sen@example.com,2024-08-31,PREMIUM
CUST0504,Suresh Desai,suresh.desai@example.com,2025-02-20,PREMIUM
CUST0505,Siddharth Verma,siddharth.verma@example.com,2025-04-14,VIP
CUST0506,Vikram Roy,vikram.roy@example.com,2024-12-12,REGULAR
CUST0507,Karan Singh,karan.singh@example.com,2024-08-29,REGULAR
CUST0508,Riya Choudhury,riya.choudhury@example.com,2024-12-23,REGULAR
CUST0509,Sanjay Sen,sanjay.sen@example.com,2024-08-22,VIP
CUST0510,Riya Desai,riya.desai@example.com,2025-05-04,VIP
CUST0511,Neha Gupta,neha.gupta@example.com,2025-06-14,REGULAR
CUST0512,Shreya Mishra,shreya.mishra@example.com,2024-11-02,VIP
CUST0513,Divya Gupta,divya.gupta@example.com,2025-08-28,PREMIUM
CUST0514,Ganesh Joshi,ganesh.joshigmail.com,2025-09-20,REGULAR
CUST0515,Ganesh Mishra,ganesh.mishra@example.com,2024-09-23,REGULAR
CUST0516,Arjun Gupta,arjun.gupta@example.com,2025-07-25,PREMIUM
CUST0517,Priya Iyer,priya.iyer@example.com,2024-11-18,VIP
CUST0518,Nikhil Gupta,nikhil.gupta@example.com,2025-01-14,REGULAR
CUST0519,Ananya Mehta,ananya.mehta@example.com,2024-08-30,PREMIUM
CUST0520,Shreya Gupta,shreya.gupta@example.com,2025-03-26,VIP
CUST0521,Vikram Sharma,vikram.sharma@example.com,2025-12-01,VIP
CUST0522,Aditi Desai,aditi.desai@example.com,2025-10-31,VIP
CUST0523,Kavita Verma,kavita.verma@example.com,2025-02-17,REGULAR
CUST0524,Pooja Nair,pooja.nair@example.com,2025-12-11,PREMIUM
CUST0525,Priya Gupta,priya.gupta@example.com,2025-10-27,PREMIUM
CUST0526,Ganesh Pillai,ganesh.pillai@example.com,2025-05-16,PREMIUM
CUST0527,Kavita Joshi,kavita.joshi@example.com,2024-08-10,PREMIUM
CUST0528,Riya Verma,riya.verma@example.com,2025-10-02,REGULAR
CUST0529,Arjun Patel,arjun.patel@example.com,2025-12-03,REGULAR
CUST0530,Manish Mishra,manish.mishra@example.com,2025-05-03,PREMIUM
CUST0531,Suresh Roy,suresh.roy@example.com,2024-08-11,REGULAR
CUST0532,Deepak Pillai,deepak.pillai@example.com,2024-11-05,PREMIUM
CUST0533,Siddharth Roy,siddharth.roy@example.com,2025-11-12,PREMIUM
CUST0534,Suresh Verma,suresh.verma@example.com,2026-03-25,REGULAR
CUST0535,Siddharth Reddy,siddharth.reddy@example.com,2025-07-11,PREMIUM
CUST0536,Amit Singh,amit.singh@example.com,2025-07-04,VIP
CUST0537,Aarav Pillai,aarav.pillai@example.com,2024-12-13,PREMIUM
CUST0538,Sanjay Das,sanjay.das@example.com,2024-12-22,PREMIUM
CUST0539,Nikhil Mehta,nikhil.mehta@example.com,2025-05-29,PREMIUM
CUST0540,Sunita Gupta,sunita.gupta@example.com,2024-08-06,PREMIUM
CUST0541,Sneha Verma,sneha.verma@example.com,2024-11-25,REGULAR
CUST0542,Nikhil Mehta,nikhil.mehta@example.com,2025-09-25,PREMIUM
CUST0543,Neha Verma,neha.verma@example.com,2025-03-12,PREMIUM
CUST0544,Kavita Desai,kavita.desai@example.com,2025-09-23,PREMIUM
CUST0545,Pooja Desai,pooja.desai@example.com,2026-02-22,VIP
CUST0546,Sneha Nair,sneha.nair@example.com,2024-10-15,REGULAR
CUST0547,Pranav Mishra,pranav.mishra@example.com,2025-09-15,VIP
CUST0548,Aarav Rao,aarav.rao@example.com,2025-05-09,REGULAR
CUST0549,Pooja Nair,pooja.nair@example.com,2025-04-14,VIP
